19424028	3105
19424028	3106
19424028	3458
19424028	6351
19424028	3558
19424028	7124
19424028	3105
19424028	3105
19424028	3107
19424028	3107
19424028	3106
19424028	3106
19424028	81631
19424028	4790
19424028	7391
19424028	7124
19424028	8678
19424028	3458
19424028	81631
155971	2147
155971	23236
155971	5335
155971	4313
155971	8398
155971	8398
155971	1234
155971	1234
155971	1234
155971	1234
155971	7852
155971	7852
155971	7852
155971	5322
155971	5322
155971	823
155971	824
155971	825
155971	836
155971	836
155971	836
155971	836
155971	836
155971	836
155971	836
155971	836
155971	836
155971	841
155971	841
155971	841
155971	841
155971	842
155971	842
155971	842
155971	998
155971	998
155971	7157
155971	1072
155971	1073
155971	283748
155971	283748
155971	8605
155971	8605
155971	5321
155971	5321
155971	255189
155971	255189
155971	2838
155971	2902
155971	2902
155971	2902
155971	2903
155971	2903
155971	2903
155971	2904
155971	2904
155971	2904
155971	2905
155971	2905
155971	2905
155971	2906
155971	2906
155971	2906
155971	116443
155971	116443
155971	116444
155971	116444
155971	8399
155971	8399
155971	50487
155971	50487
155971	26279
155971	26279
155971	30814
155971	30814
155971	64600
155971	64600
155971	81579
155971	81579
155971	84647
155971	84647
155971	9641
155971	3683
155971	3683
155971	3383
155971	5610
155971	3553
155971	7850
155971	3586
155971	8681
155971	8681
155971	3984
155971	3984
155971	3985
155971	27040
155971	3937
155971	4318
155971	4318
155971	5594
155971	5594
155971	5594
155971	5594
155971	5594
155971	5602
155971	5602
155971	5600
155971	6300
155971	5603
155971	1432
155971	1432
155971	1432
155971	1432
155971	1432
155971	1432
155971	1432
155971	1432
155971	225689
155971	5595
155971	5595
155971	5595
155971	5595
155971	5595
155971	5595
155971	5596
155971	5597
155971	5598
155971	5599
155971	5599
155971	5599
155971	5601
155971	5601
155971	4217
155971	2358
155971	2358
155971	27035
155971	50508
155971	50507
155971	79400
155971	4790
155971	4790
155971	4790
155971	4790
155971	4790
155971	4790
155971	4790
155971	4790
155971	4790
155971	4790
155971	4772
155971	4773
155971	4775
155971	4776
155971	5829
155971	5289
155971	5289
155971	5295
155971	5295
155971	5295
155971	5296
155971	5296
155971	5296
155971	5290
155971	5290
155971	5290
155971	5291
155971	5291
155971	5291
155971	5293
155971	5293
155971	5293
155971	5294
155971	5294
155971	5294
155971	5286
155971	5286
155971	5286
155971	5287
155971	5287
155971	5287
155971	5288
155971	5288
155971	5288
155971	8394
155971	5319
155971	5319
155971	5320
155971	5320
155971	5337
155971	5338
155971	7941
155971	7941
155971	81488
155971	5578
155971	5579
155971	5580
155971	5581
155971	5583
155971	5582
155971	5584
155971	5588
155971	5590
155971	2907
155971	2907
155971	2185
155971	2185
155971	2185
155971	2353
155971	6714
155971	391013
155971	391013
155971	207
155971	207
155971	207
155971	208
155971	208
155971	10000
155971	10000
155971	5894
155971	5894
155971	5894
155971	5879
155971	5879
155971	5879
155971	5058
155971	6772
155971	6773
155971	6774
155971	6774
155971	6610
155971	6610
155971	55512
155971	55512
155971	55627
155971	55627
155971	6609
155971	3725
155971	1869
155971	5970
155971	7124
155971	1445
155971	2534
155971	3932
155971	3932
155971	3932
155971	3932
155971	4067
155971	4067
155971	7535
155971	5781
155971	7433
155971	7454
155971	10109
155971	1230
155971	729230
155971	1234
155971	1237
155971	821
155971	836
155971	1524
155971	4046
155971	7454
155971	7368
155971	1134
155971	1140
155971	5004
155971	5005
155971	462
155971	187
155971	1238
155971	729230
155971	1232
155971	1232
155971	1232
155971	1232
155971	1232
155971	1232
155971	1233
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1237
155971	50856
155971	50856
155971	50856
155971	170482
155971	339390
155971	50489
155971	10332
155971	10332
155971	10332
155971	9902
155971	9902
155971	9902
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	7852
155971	10663
155971	6545
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	30835
155971	712
155971	713
155971	714
155971	718
155971	718
155971	718
155971	721
155971	721
155971	721
155971	727
155971	727
155971	735
155971	1380
155971	1755
155971	1755
155971	7430
155971	2335
155971	2335
155971	2316
155971	2317
155971	2318
155971	3956
155971	2902
155971	2903
155971	2904
155971	2905
155971	2906
155971	116443
155971	116444
155971	2209
155971	2210
155971	3676
155971	3676
155971	3676
155971	3676
155971	3676
155971	3676
155971	3695
155971	3695
155971	3695
155971	3695
155971	3695
155971	4057
155971	2212
155971	2213
155971	2214
155971	2215
155971	4360
155971	4360
155971	4360
155971	4153
155971	4153
155971	4153
155971	4153
155971	4478
155971	4099
155971	1141
155971	1667
155971	1667
155971	1668
155971	1669
155971	2280
155971	5196
155971	23416
155971	5199
155971	5199
155971	3998
155971	3998
155971	3998
155971	3998
155971	2907
155971	653509
155971	6441
155971	6441
155971	213
155971	213
155971	213
155971	213
155971	27036
155971	6382
155971	6383
155971	6383
155971	9672
155971	6385
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	920
155971	3371
155971	3371
155971	7057
155971	7057
155971	7097
155971	7099
155971	920
155971	1509
155971	1514
155971	1515
155971	1520
155971	1803
155971	64714
155971	2923
155971	9601
155971	10954
155971	10130
155971	5034
155971	2147
155971	7295
155971	5644
155971	5645
155971	5328
155971	718
155971	43
155971	966
155971	967
155971	1213
155971	1211
155971	1212
155971	8411
155971	5747
155971	2803
155971	2804
155971	3916
155971	4133
155971	64714
155971	2923
155971	6396
155971	22872
155971	920
155971	5970
155971	5265
155971	335
155971	5706
155971	5708
155971	6187
155971	6188
155971	6191
155971	6194
155971	6202
155971	6203
155971	3329
155971	6175
155971	6134
155971	6137
155971	9045
155971	6139
155971	6141
155971	6143
155971	6152
155971	6159
155971	6122
155971	6124
155971	6125
155971	6128
155971	6129
155971	6130
155971	6132
155971	6133
155971	1717
155971	3309
155971	60
155971	10093
155971	378
155971	381
155971	382
155971	400
155971	292
155971	2023
155971	9118
155971	1173
155971	8943
155971	1176
155971	9131
155971	1615
155971	498
155971	509
155971	539
155971	47
155971	1660
155971	1653
155971	1654
155971	2058
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	1234
155971	7852
155971	7852
155971	7852
155971	7852
155971	790
155971	821
155971	4076
155971	30835
155971	10423
155971	988
155971	1213
155971	29894
155971	11051
155971	79869
155971	1314
155971	22818
155971	8895
155971	5832
155971	4733
155971	4176
155971	5591
155971	1650
155971	6184
155971	6780
155971	103
155971	1785
155971	56254
155971	1994
155971	2109
155971	1915
155971	1936
155971	1937
155971	1973
155971	9775
155971	8661
155971	8664
155971	3646
155971	8570
155971	2194
155971	2316
155971	2597
155971	5836
155971	5901
155971	2770
155971	2771
155971	2773
155971	3305
155971	3303
155971	3304
155971	3312
155971	3182
155971	10949
155971	3178
155971	220988
155971	3184
155971	3185
155971	3187
155971	3188
155971	3189
155971	3190
155971	4670
155971	10492
155971	10236
155971	3192
155971	3181
155971	3183
155971	3105
155971	3133
155971	3134
155971	3135
155971	3107
155971	3837
155971	10527
155971	10642
155971	10643
155971	3676
155971	3676
155971	3695
